因子代码,曾用名,开始时间,结束时间,研发状态,因子说明,数据类型,指数及指数列名,分钟指数及指数列名,选股指数,衍生因子,更新方式,是否盘口因子,因子平滑方式,备注,因子数据分布特征,1日rankIC,5日rankIC,20日rankIC,,,,
hf_pang_043[20],hf_pang_043[20],2020-10-16,2020-10-16,入库,1分钟K线下的N日收益率峰度（去空值）,code_min,None,None,None,否,增量,否,None,多周期因子,绝大部分大于-2,,-0.047883986,-0.059876867,,,,
hf_pang_044[],hf_pang_044[],2020-10-16,,测试,下行单笔成交占比,date_tick,None,None,None,否,增量,否,None,衡量抄底行为，即在股价大跌时大单较多,,,0.031,0.037,,,,
hf_pang_045[],hf_pang_045[],2020-10-16,2020-10-18,入库,大单推动的收益率,date_tick,None,None,None,否,增量,否,None,计算力度为tick,绝大部分在-0.2到0.2之间,,-0.031553513,-0.030856531,,,,
hf_pang_046[],hf_pang_046[],2020-10-16,,测试,大单推动的收益率,date_tick,None,None,None,否,增量,否,None,计算力度为tick,,,-0.013,0,,,,
hf_pang_047[],hf_pang_047[],2020-10-16,,测试,开盘半小时净买入金额占比,date_trade,None,None,None,否,增量,否,None,基于成交数据的因子,,,0.009,0.015,,,,
hf_pang_048[],hf_pang_048[],2020-10-16,,测试,主买成交笔数占比,date_trade,None,None,None,否,增量,否,None,基于成交数据的因子,,,0.014,0.02,,,,
hf_pang_049[],hf_pang_049[],2020-10-19,,测试,开盘半小时主买成交额强度（均值除以标准差）,date_trade,None,None,None,否,增量,否,None,基于成交数据的因子,,,0.035,0.052,,,,
hf_pang_050[],hf_pang_050[],2020-10-19,2020-10-20,入库,大单成交额占比（大单用均值和一倍标准差判断）,date_trade,None,None,None,否,增量,否,None,基于成交数据的因子,在0到1之间,,0.039493661,0.050616682,,,,
hf_pang_051[5],hf_pang_051[5],2020-10-20,2020-10-26,入库,下行单笔成交占比,code_tick,None,None,None,否,增量,否,None,衡量抄底行为，即在股价大跌时大单较多,大于等于0,,0.04664847,0.06181789,,,,
hf_pang_052[5],hf_pang_052[5],2020-10-21,,测试,tick级别下净委买变化率均值,code_tick,None,None,None,否,增量,否,None,衡量抄底行为，即在股价大跌时大单较多,,,-0.023,-0.039,,,,
hf_pang_053[5],hf_pang_053[5],2020-10-21,2020-10-26,入库,tick级别下净委买变化率标准差,code_tick,None,None,None,否,增量,否,None,衡量抄底行为，即在股价大跌时大单较多,,,-0.054779712,-0.080528426,,,,
hf_pang_054[5],hf_pang_054[5],2020-10-21,,测试,tick级别下净委买变化率偏度,code_tick,None,None,None,否,增量,否,None,衡量抄底行为，即在股价大跌时大单较多,,,-0.007,-0.01,,,,
hf_pang_055[1],hf_pang_055[1],2021-03-08,2021-03-08,入库,上行波动率,code_min,None,None,None,否,增量,否,None,高频因子日频化,大于等于0,-0.037917305,-0.050994755,-0.058014459,,,,
hf_pang_056[1],hf_pang_056[1],2021-03-08,2021-03-08,入库,下行波动率,code_min,None,None,None,否,增量,否,None,高频因子日频化,大于等于0,-0.024983453,-0.040247239,-0.049005578,,,,
hf_pang_057[1],hf_pang_057[1],2021-03-09,2021-03-09,入库,个股日内分钟收益率的上行波动率占比,code_min,None,None,None,否,增量,否,None,高频因子日频化,大于等于0,-0.019016792,-0.017023953,-0.012478364,,,,
hf_pang_058[1],hf_pang_058[1],2021-03-09,2021-03-09,入库,趋势占比，日内价格变化/分钟频价格变化绝对值之和,code_min,None,None,None,否,增量,否,None,高频因子日频化,,-0.026435986,-0.023110056,-0.014222194,,,,
hf_pang_059[10],hf_pang_059[10],2021-05-07,2021-05-07,测试,聪明钱因子：过去N日最高成交分钟对应的均价,code_min,None,None,None,否,增量,否,None,描述“聪明”资金，指标用收益率绝对值比成交量开根号衡量,,-0.015009188,-0.033629737,-0.040434785,,,,
hf_pang_060[10],hf_pang_060[10],2021-05-07,2021-05-07,入库,聪明钱因子：过去N日最高成交分钟对应的均价,code_min,None,None,None,否,增量,否,None,描述“聪明”资金，指标用成交量衡量,大于等于0,-0.033702688,-0.055637958,-0.071594361,,,,
hf_pang_061[10],hf_pang_061[10],2021-05-07,2021-05-07,入库,聪明钱因子：过去N日最高成交分钟对应的均价,code_min,None,None,None,否,增量,否,None,描述“聪明”资金，指标用收益率绝对值比成交量取对数衡量,大于等于0,-0.031778599,-0.05897551,-0.071570385,,,,
hf_pang_062[20],hf_pang_062[20],2021-05-21,2021-05-21,入库,个股日内量价相关性的N日标准差,code_min,None,None,None,否,增量,否,None,刻画分钟级别背离的稳定性,大于等于0,-0.030389776,-0.055605271,-0.077973616,,,,
hf_pang_063[20],hf_pang_063[20],2021-05-21,2021-05-21,入库,个股日内量价相关性的N日斜率,code_min,None,None,None,否,增量,否,None,刻画分钟级别背离的趋势,,-0.028035898,-0.026248041,-0.021191005,,,,
hf_pang_064[20],hf_pang_064[20],2021-05-21,2021-05-21,入库,个股日内量价相关性的N日均值叠加N日标准差,date_day,None,None,None,是,增量,否,None,复合因子，刻画分钟级别背离,,-0.040316129,-0.067485227,-0.086264526,,,,
hf_pang_065[20],hf_pang_065[20],2021-05-21,2021-05-21,入库,个股日内量价相关性的N日均值叠加N日标准差，其中变量对动量回归,date_day,None,None,None,是,增量,否,None,复合因子，刻画分钟级别背离，剔除动量因素,,-0.03901207,-0.065227885,-0.083789831,,,,
hf_pang_066[20],hf_pang_066[20],2021-05-21,2021-05-21,入库,CPV指标,date_day,None,None,None,是,增量,否,None,复合因子，参考东吴证券研报：“技术分析拥抱选股因子”系列研究（一）高频价量相关性，意想不到 的 选股因子,,-0.04660266,-0.066154644,-0.079326737,,,,
hf_pang_067[20],hf_pang_067[20],2021-05-21,2021-05-21,入库,日内换手率标准差的N日均值,code_min,None,None,None,否,增量,否,None,刻画换手率的稳定性,大于等于0,-0.031486382,-0.062482408,-0.096013214,,,,
hf_pang_068[20],hf_pang_068[20],2021-05-24,2021-05-24,入库,日内换手率标准差的N日标准差,code_min,None,None,None,否,增量,否,None,刻画换手率的稳定性,大于等于0,-0.040037859,-0.075138303,-0.107349376,,,,
hf_pang_069[20],hf_pang_069[20],2021-05-24,2021-05-24,入库,日内换手率标准差的N日均值除以N日标准差,date_day,None,None,None,是,增量,否,None,刻画换手率的稳定性,,-0.039309272,-0.066095914,-0.079267126,,,,
hf_pang_070[20],hf_pang_070[20],2021-05-24,2021-05-24,入库,日内收盘价的差分与移位后收盘价的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.022702442,-0.049101576,-0.080164352,,,,
hf_pang_071[20],hf_pang_071[20],2021-05-24,2021-05-24,入库,日内收盘价的正差分与移位后收盘价的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.037258832,-0.065437634,-0.087862026,,,,
hf_pang_072[20],hf_pang_072[20],2021-05-24,2021-05-24,入库,日内收盘价的负差分与移位后收盘价的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,0.029829944,0.047472138,0.052957954,,,,
hf_pang_073[20],hf_pang_073[20],2021-05-24,2021-05-24,入库,hf_pang_071-hf_pang_072,date_day,None,None,None,是,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,,-0.037248483,-0.062549816,-0.077518394,,,,
hf_pang_074[20],hf_pang_074[20],2021-05-24,2021-05-24,入库,日内收盘价的差分与移位后收盘价差分的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.02854518,-0.056767176,-0.091948575,,,,
hf_pang_075[20],hf_pang_075[20],2021-05-24,2021-05-24,入库,日内收盘价的正差分与移位后收盘价正差分的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.030746343,-0.056907915,-0.089817296,,,,
hf_pang_076[20],hf_pang_076[20],2021-05-24,2021-05-24,入库,日内收盘价的负差分与移位后收盘价负差分的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.022107914,-0.044176219,-0.072771556,,,,
hf_pang_077[20],hf_pang_077[20],2021-05-24,2021-05-24,入库,日内收盘价的正差分与移位后收盘价负差分的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,0.000727929,-0.002068416,-0.004619938,,,,
hf_pang_078[20],hf_pang_078[20],2021-05-24,2021-05-24,入库,日内收盘价的负差分与移位后收盘价正差分的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.006427766,-0.013345097,-0.021256419,,,,
hf_pang_079[20],hf_pang_079[20],2021-05-24,2021-05-24,入库,hf_pang_075+hf_pang_076-hf_pang_077-hf_pang_078,date_day,None,None,None,是,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,,-0.018537052,-0.032854116,-0.051759764,,,,
hf_pang_080[20],hf_pang_080[20],2021-05-24,2021-05-24,入库,hf_pang_075+hf_pang_076,date_day,None,None,None,是,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,,-0.029341164,-0.056077229,-0.089969382,,,,
hf_pang_081[20],hf_pang_081[20],2021-05-24,2021-05-24,入库,日内成交量的差分与移位后成交量的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.010288141,-0.020158405,-0.041433425,,,,
hf_pang_082[20],hf_pang_082[20],2021-05-24,2021-05-24,入库,日内成交量的正差分与移位后成交量的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.042489778,-0.081446929,-0.12304922,,,,
hf_pang_083[20],hf_pang_083[20],2021-05-24,2021-05-24,入库,日内成交量的负差分与移位后成交量的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,0.041465338,0.07820243,0.113228914,,,,
hf_pang_084[20],hf_pang_084[20],2021-05-24,2021-05-24,入库,hf_pang_082-hf_pang_083,date_day,None,None,None,是,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,,-0.044159945,-0.083939684,-0.124174883,,,,
hf_pang_085[20],hf_pang_085[20],2021-05-24,2021-05-24,入库,日内成交量的差分与移位后成交量差分的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.045628601,-0.085953031,-0.125674768,,,,
hf_pang_086[20],hf_pang_086[20],2021-05-24,2021-05-24,入库,日内成交量的正差分与移位后成交量正差分的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.026620366,-0.048284747,-0.067222047,,,,
hf_pang_087[20],hf_pang_087[20],2021-05-24,2021-05-24,入库,日内成交量的负差分与移位后成交量负差分的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.024370556,-0.043654798,-0.055498956,,,,
hf_pang_088[20],hf_pang_088[20],2021-05-24,2021-05-24,入库,日内成交量的正差分与移位后成交量负差分的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,-0.029765323,-0.059382007,-0.095617774,,,,
hf_pang_089[20],hf_pang_089[20],2021-05-24,2021-05-24,入库,日内成交量的负差分与移位后成交量正差分的相关系数,code_min,None,None,None,否,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,在-1到1之间,0.019931827,0.033534325,0.042570913,,,,
hf_pang_090[20],hf_pang_090[20],2021-05-24,2021-05-24,入库,hf_pang_086+hf_pang_087-hf_pang_088-hf_pang_089,date_day,None,None,None,是,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,,-0.020763063,-0.034016146,-0.03783644,,,,
hf_pang_091[20],hf_pang_091[20],2021-05-24,2021-05-24,入库,hf_pang_086+hf_pang_087,date_day,None,None,None,是,增量,否,None,刻画日内价格的稳定性：参考东吴证券研报：“技术分析拥抱选股因子”系列研究（五）CPV因子移位版，价量自相关性中蕴藏的选股信息,,-0.030165893,-0.053931535,-0.071323306,,,,
hf_pang_092[20],hf_pang_092[20],2021-05-24,2021-05-24,入库,日内成交量差分与收盘价差分相关性,code_min,None,None,None,否,增量,否,None,刻画日内量价关系：参考东吴证券研报：“技术分析系拥抱选股因子”系列研究（六）CPV因子抢跑版，差分视角下的价量互动关系,在-1到1之间,-0.030760086,-0.042635334,-0.049165259,,,,
hf_pang_093[20],hf_pang_093[20],2021-05-24,2021-05-24,入库,日内成交量正差分与收盘价正差分相关性,code_min,None,None,None,否,增量,否,None,刻画日内量价关系：参考东吴证券研报：“技术分析系拥抱选股因子”系列研究（六）CPV因子抢跑版，差分视角下的价量互动关系,在-1到1之间,-0.022169142,-0.036677753,-0.053481972,,,,
hf_pang_094[20],hf_pang_094[20],2021-05-24,2021-05-24,入库,日内成交量负差分与收盘价负差分相关性,code_min,None,None,None,否,增量,否,None,刻画日内量价关系：参考东吴证券研报：“技术分析系拥抱选股因子”系列研究（六）CPV因子抢跑版，差分视角下的价量互动关系,在-1到1之间,-0.029104673,-0.056003685,-0.086624121,,,,
hf_pang_095[20],hf_pang_095[20],2021-05-24,2021-05-24,入库,日内成交量负差分与收盘价正差分相关性,code_min,None,None,None,否,增量,否,None,刻画日内量价关系：参考东吴证券研报：“技术分析系拥抱选股因子”系列研究（六）CPV因子抢跑版，差分视角下的价量互动关系,在-1到1之间,0.019033408,0.040815959,0.068288165,,,,
hf_pang_096[20],hf_pang_096[20],2021-05-24,2021-05-24,入库,日内成交量正差分与收盘价负差分相关性,code_min,None,None,None,否,增量,否,None,刻画日内量价关系：参考东吴证券研报：“技术分析系拥抱选股因子”系列研究（六）CPV因子抢跑版，差分视角下的价量互动关系,在-1到1之间,0.003930832,0.013041676,0.028812176,,,,
hf_pang_097[20],hf_pang_097[20],2021-05-24,2021-05-24,入库,hf_pang_093+hf_pang_094-hf_pang_095-hf_pang_096,date_day,None,None,None,是,增量,否,None,刻画日内量价关系：参考东吴证券研报：“技术分析系拥抱选股因子”系列研究（六）CPV因子抢跑版，差分视角下的价量互动关系,,-0.025130263,-0.049332971,-0.079282775,,,,
hf_pang_098[20],hf_pang_098[20],2021-05-24,2021-05-24,入库,日内移位成交量差分与收盘价差分相关性,code_min,None,None,None,否,增量,否,None,刻画日内量价关系：参考东吴证券研报：“技术分析系拥抱选股因子”系列研究（六）CPV因子抢跑版，差分视角下的价量互动关系,在-1到1之间,-0.014551537,-0.034747606,-0.057536617,,,,
hf_pang_099[20],hf_pang_099[20],2021-05-24,2021-05-24,入库,日内移位成交量正差分与收盘价正差分相关性,code_min,None,None,None,否,增量,否,None,刻画日内量价关系：参考东吴证券研报：“技术分析系拥抱选股因子”系列研究（六）CPV因子抢跑版，差分视角下的价量互动关系,在-1到1之间,-0.039238082,-0.072809794,-0.108514851,,,,
hf_pang_100[20],hf_pang_100[20],2021-05-24,2021-05-24,入库,日内移位成交量负差分与收盘价负差分相关性,code_min,None,None,None,否,增量,否,None,刻画日内量价关系：参考东吴证券研报：“技术分析系拥抱选股因子”系列研究（六）CPV因子抢跑版，差分视角下的价量互动关系,在-1到1之间,-0.008831508,-0.020098641,-0.037844508,,,,
