         29650667 function calls (29094292 primitive calls) in 19.868 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 unicode.py:293(Thai)
        1    0.000    0.000    0.000    0.000 core.py:2273(Empty)
        1    0.000    0.000    0.000    0.000 core.py:2284(NoMatch)
        1    0.000    0.000    0.000    0.000 core.py:3483(LineEnd)
        1    0.000    0.000    0.000    0.000 core.py:3569(WordEnd)
        1    0.000    0.000    0.000    0.000 core.py:4443(_Indent)
        1    0.000    0.000    0.000    0.000 rrule.py:1315(_genitem)
        1    0.000    0.000    0.000    0.000 units.py:152(DecimalConverter)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        1    0.000    0.000    0.000    0.000 backend_tools.py:444(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:471(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:624(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:633(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:658(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:586(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:626(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:936(Box)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1064(List)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1107(Hlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1350(Glue)
        1    0.000    0.000    0.000    0.000 patches.py:2327(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2427(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2634(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:3472(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3511(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3633(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3801(Wedge)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 category.py:179(UnitData)
        1    0.000    0.000    0.000    0.000 offsetbox.py:418(VPacker)
        1    0.000    0.000    0.000    0.000 container.py:110(StemContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:181(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 legend_handler.py:211(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 _base.py:34(_axis_method_wrapper)
        2    0.000    0.000    0.000    0.000 axis.py:585(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:384(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 polar.py:265(ThetaTick)
        1    0.000    0.000    0.000    0.000 layout_engine.py:103(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 _utils.py:1465(IntegerIndexDateTimeFormatter)
        1    0.000    0.000    0.000    0.000 types.py:34(_FloatType)
        1    0.000    0.000    0.000    0.000 types.py:129(DECIMAL)
        1    0.000    0.000    0.000    0.000 types.py:155(DOUBLE)
        1    0.000    0.000    0.000    0.000 types.py:223(FLOAT)
        1    0.000    0.000    0.000    0.000 types.py:252(INTEGER)
        1    0.000    0.000    0.000    0.000 types.py:492(YEAR)
        1    0.000    0.000    0.000    0.000 types.py:633(VARCHAR)
        1    0.000    0.000    0.000    0.000 types.py:732(NCHAR)
        1    0.000    0.000    0.000    0.000 oursql.py:50(MySQLExecutionContext_oursql)
        1    0.000    0.000    0.000    0.000 dml.py:142(OnDuplicateClause)
        3    0.000    0.000    0.000    0.000 csvs.py:100(decimal)
        2    0.000    0.000    0.000    0.000 csvs.py:108(index)
        1    0.000    0.000    0.000    0.000 {pyarrow.lib.date64}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 __init__.py:436(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:396(PyDLL)
        2    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 pathlib.py:50(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:1001(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1562(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:736(<listcomp>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 ast.py:476(_ABC)
        1    0.000    0.000    0.000    0.000 index_tricks.py:429(RClass)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 core.py:815(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:833(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:854(_DomainGreater)
        2    0.000    0.000    0.000    0.000 core.py:876(__init__)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:886(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 inspect.py:895(EndOfBlock)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:1527(mr_class)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
        1    0.000    0.000    0.000    0.000 typing.py:332(__repr__)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        1    0.000    0.000    0.000    0.000 _typing.py:224(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        4    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 base.py:462(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1214(PlaceHolder)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 cast.py:2101(LossySetitemError)
        1    0.000    0.000    0.000    0.000 expressions.py:43(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 expressions.py:55(Context)
        4    0.000    0.000    0.000    0.000 expressions.py:228(gen_reduce_axis_func)
        1    0.000    0.000    0.000    0.000 expressions.py:472(VariableNode)
        1    0.000    0.000    0.000    0.000 expressions.py:499(ConstantNode)
        1    0.000    0.000    0.000    0.000 necompiler.py:250(Immediate)
        2    0.000    0.000    0.000    0.000 sysconfig.py:181(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 nanops.py:1492(check_below_min_count)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 accessor.py:155(CachedAccessor)
        1    0.000    0.000    0.000    0.000 integer.py:62(IntegerArray)
        1    0.000    0.000    0.000    0.000 base.py:3211(_validate_sort_keyword)
        1    0.000    0.000    0.000    0.000 base.py:7517(_maybe_try_sort)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3726(ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3979(random_correlation_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4142(unitary_group_frozen)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:412(__init__)
        1    0.000    0.000    0.000    0.000 configparser.py:264(InterpolationMissingOptionError)
        3    0.000    0.000    0.000    0.000 configparser.py:1020(<dictcomp>)
        1    0.000    0.000    0.000    0.000 configparser.py:1224(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 process.py:44(DataCleaner)
        1    0.000    0.000    0.000    0.000 _colorizer.py:64(TokenType)
        1    0.000    0.000    0.000    0.000 _colorizer.py:314(ColoringMessage)
        1    0.000    0.000    0.000    0.000 generic.py:110(NamedAgg)
        1    0.000    0.000    0.000    0.000 generic.py:1774(<genexpr>)
        1    0.000    0.000    0.000    0.000 generic.py:4123(_check_is_chained_assignment_possible)
        1    0.000    0.000    0.000    0.000 managers.py:2023(index)
        1    0.000    0.000    0.000    0.000 format.py:672(_initialize_formatters)
        1    0.000    0.000    0.000    0.000 format.py:1609(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 dataclasses.py:155(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 dataclasses.py:176(_FIELD_BASE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:202(_InitVarMeta)
        1    0.000    0.000    0.000    0.000 dataclasses.py:206(InitVar)
        1    0.000    0.000    0.000    0.000 tarfile.py:266(TarError)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 accessors.py:480(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 ops.py:1351(FrameSplitter)
        1    0.000    0.000    0.000    0.000 engines.py:108(NumExprEngine)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:106(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 utils.py:51(Endianness)
        1    0.000    0.000    0.000    0.000 readers.py:485(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:96(_LoadSparseFrame)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:201(Unpickler)
        1    0.000    0.000    0.000    0.000 pytables.py:4680(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:92(Constant)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 protocols.py:166(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 windows_utils.py:125(Popen)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 codeop.py:149(CommandCompiler)
        1    0.000    0.000    0.000    0.000 _common.py:311(NoSuchProcess)
        1    0.000    0.000    0.000    0.000 _common.py:593(deprecated_method)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:322(SpawnProcess)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:12(ConstantInputWarning)
        1    0.000    0.000    0.000    0.000 case.py:26(SkipTest)
        1    0.000    0.000    0.000    0.000 argparse.py:679(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:729(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:884(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1029(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1048(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1076(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 utils.py:42(KnownFailureException)
        1    0.000    0.000    0.000    0.000 utils.py:1919(IgnoreException)
        1    0.000    0.000    0.000    0.000 decorators.py:107(skipif)
        1    0.000    0.000    0.000    0.000 _interface.py:663(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:254(ContextManager)
        1    0.000    0.000    0.000    0.000 arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:598(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:931(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:956(IterInv)
        1    0.000    0.000    0.000    0.000 _codata.py:1563(ConstantWarning)
        1    0.000    0.000    0.000    0.000 _optimize.py:3718(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 _linesearch.py:23(LineSearchWarning)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 report.py:47(IPReport)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _nonlin.py:26(NoConvergence)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1314(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:247(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:294(Metropolis)
        1    0.000    0.000    0.000    0.000 _shgo.py:1532(LMap)
        1    0.000    0.000    0.000    0.000 triangulation.py:521(Simplex)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:16(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1174(_RangeFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1187(_OptFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1196(_NQuad)
        1    0.000    0.000    0.000    0.000 bdf.py:448(BdfDenseOutput)
        1    0.000    0.000    0.000    0.000 rk.py:538(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 rk.py:563(Dop853DenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:179(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:585(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:599(FitSolverError)
        1    0.000    0.000    0.000    0.000 _polyint.py:143(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1430(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1769(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1954(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _docscrape.py:101(ParseError)
        1    0.000    0.000    0.000    0.000 _handler.py:25(Message)
        1    0.000    0.000    0.000    0.000 _recattrs.py:20(RecordFile)
        1    0.000    0.000    0.000    0.000 _recattrs.py:34(RecordThread)
        1    0.000    0.000    0.000    0.000 _recattrs.py:48(RecordProcess)
        1    0.000    0.000    0.000    0.000 _simple_sinks.py:29(StandardSink)
        1    0.000    0.000    0.000    0.000 _simple_sinks.py:108(CallableSink)
        1    0.000    0.000    0.000    0.000 ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 dao.py:133(StockReversionConfigDao)
        1    0.000    0.000    0.000    0.000 _collections.py:750(WeakPopulateDict)
        1    0.000    0.000    0.000    0.000 metadata.py:37(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 langhelpers.py:630(create_proxy_methods)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1207(MemoizedSlots)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1322(<genexpr>)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1439(hybridproperty)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1469(classlevel)
        1    0.000    0.000    0.000    0.000 exc.py:250(TimeoutError)
        1    0.000    0.000    0.000    0.000 exc.py:330(NoReferencedTableError)
        1    0.000    0.000    0.000    0.000 base.py:492(closed)
        1    0.000    0.000    0.000    0.000 base.py:501(invalidated)
        1    0.000    0.000    0.000    0.000 interfaces.py:1059(engine_created)
        1    0.000    0.000    0.000    0.000 base.py:553(Generative)
        1    0.000    0.000    0.000    0.000 base.py:571(InPlaceGenerative)
        1    0.000    0.000    0.000    0.000 base.py:592(_MetaOptions)
        1    0.000    0.000    0.000    0.000 base.py:1034(SchemaEventTarget)
        1    0.000    0.000    0.000    0.000 roles.py:11(SQLRole)
        1    0.000    0.000    0.000    0.000 roles.py:31(AllowsLambdaRole)
        1    0.000    0.000    0.000    0.000 roles.py:48(ColumnArgumentRole)
        1    0.000    0.000    0.000    0.000 roles.py:104(OnClauseRole)
        1    0.000    0.000    0.000    0.000 roles.py:179(SelectStatementRole)
        1    0.000    0.000    0.000    0.000 visitors.py:160(_InternalTraversalType)
        1    0.000    0.000    0.000    0.000 traversals.py:797(HasCopyInternals)
        1    0.000    0.000    0.000    0.000 traversals.py:1048(anon_map)
        1    0.000    0.000    0.000    0.000 coercions.py:286(_Deannotate)
        1    0.000    0.000    0.000    0.000 coercions.py:404(LiteralValueImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:447(HasCacheKeyImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:462(ExecutableOptionImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:477(ExpressionElementImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:535(InElementImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:652(WhereHavingImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:678(StrAsPlainColumnImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:810(LabeledColumnExprImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:905(SelectStatementImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:925(JoinTargetImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:1029(AnonymizedFromClauseImpl)
        1    0.000    0.000    0.000    0.000 dml.py:224(DeleteDMLState)
        1    0.000    0.000    0.000    0.000 sqltypes.py:492(UnicodeText)
        1    0.000    0.000    0.000    0.000 sqltypes.py:564(SmallInteger)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3057(REAL)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3102(BIGINT)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3139(DATETIME)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3153(TIME)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3226(BOOLEAN)
        1    0.000    0.000    0.000    0.000 elements.py:5104(SavepointClause)
        2    0.000    0.000    0.000    0.000 type_api.py:335(result_processor)
        1    0.000    0.000    0.000    0.000 annotation.py:94(SupportsWrappingAnnotations)
        1    0.000    0.000    0.000    0.000 base.py:41(_UnpickleDispatch)
        1    0.000    0.000    0.000    0.000 base.py:164(_EventMeta)
        1    0.000    0.000    0.000    0.000 base.py:305(dispatcher)
        1    0.000    0.000    0.000    0.000 attr.py:47(RefCollection)
        1    0.000    0.000    0.000    0.000 util.py:972(_IncludeExcludeMapping)
        1    0.000    0.000    0.000    0.000 ddl.py:731(DropConstraint)
        1    0.000    0.000    0.000    0.000 functions.py:1140(AnsiFunction)
        1    0.000    0.000    0.000    0.000 functions.py:1226(char_length)
        1    0.000    0.000    0.000    0.000 functions.py:1273(current_date)
        1    0.000    0.000    0.000    0.000 functions.py:1280(current_time)
        1    0.000    0.000    0.000    0.000 functions.py:1379(OrderedSetAgg)
        1    0.000    0.000    0.000    0.000 functions.py:1463(dense_rank)
        1    0.000    0.000    0.000    0.000 functions.py:1545(grouping_sets)
        1    0.000    0.000    0.000    0.000 url.py:190(_assert_str)
        1    0.000    0.000    0.000    0.000 url.py:629(<listcomp>)
        1    0.000    0.000    0.000    0.000 queue.py:290(FallbackAsyncAdaptedQueue)
        1    0.000    0.000    0.000    0.000 cursor.py:948(soft_close)
        1    0.000    0.000    0.000    0.000 cursor.py:1228(_LegacyNoResultMetaData)
        1    0.000    0.000    0.000    0.000 result.py:688(_WithKeys)
        1    0.000    0.000    0.000    0.000 default.py:679(do_begin)
        1    0.000    0.000    0.000    0.000 default.py:805(_RendersLiteral)
        1    0.000    0.000    0.000    0.000 err.py:10(Warning)
        1    0.000    0.000    0.000    0.000 utils.py:86(_DeprecatedValue)
        1    0.000    0.000    0.000    0.000 _serialization.py:62(BestAvailableEncryption)
        1    0.000    0.000    0.000    0.000 hashes.py:124(SHA512_256)
        1    0.000    0.000    0.000    0.000 hashes.py:130(SHA224)
        1    0.000    0.000    0.000    0.000 base.py:251(_AEADDecryptionContext)
        1    0.000    0.000    0.000    0.000 modes.py:152(ECB)
        1    0.000    0.000    0.000    0.000 padding.py:16(PKCS1v15)
        1    0.000    0.000    0.000    0.000 padding.py:77(MGF)
        1    0.000    0.000    0.000    0.000 optionfile.py:4(Parser)
        2    0.000    0.000    0.000    0.000 protocol.py:193(is_auth_switch_request)
        2    0.000    0.000    0.000    0.000 protocol.py:197(is_extra_auth_data)
        1    0.000    0.000    0.000    0.000 getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.000    0.000 exc.py:19(StaleDataError)
        1    0.000    0.000    0.000    0.000 exc.py:99(UnmappedClassError)
        1    0.000    0.000    0.000    0.000 exc.py:151(LoaderStrategyException)
        1    0.000    0.000    0.000    0.000 collections.py:163(_SerializableColumnGetter)
        1    0.000    0.000    0.000    0.000 interfaces.py:862(CriteriaOption)
        1    0.000    0.000    0.000    0.000 instrumentation.py:475(_SerializeManager)
        1    0.000    0.000    0.000    0.000 state.py:1002(PendingCollection)
        1    0.000    0.000    0.000    0.000 decl_api.py:55(DeclarativeMeta)
        1    0.000    0.000    0.000    0.000 clsregistry.py:242(_ModNS)
        1    0.000    0.000    0.000    0.000 clsregistry.py:266(_GetColumns)
        1    0.000    0.000    0.000    0.000 clsregistry.py:300(_GetTable)
        1    0.000    0.000    0.000    0.000 query.py:3506(BulkUpdate)
        1    0.000    0.000    0.000    0.000 persistence.py:2187(ORMInsert)
        1    0.000    0.000    0.000    0.000 evaluator.py:18(UnevaluatableError)
        1    0.000    0.000    0.000    0.000 evaluator.py:22(_NoObject)
        1    0.000    0.000    0.000    0.000 unitofwork.py:694(ProcessState)
        1    0.000    0.000    0.000    0.000 exception.py:13(InvalidStatus)
        1    0.000    0.000    0.000    0.000 exception.py:21(InvalidValue)
        1    0.000    0.000    0.000    0.000 analysis.py:40(FutureTickerHandler)
        1    0.000    0.000    0.000    0.000 analysis.py:340(StockClosingCallAuctionAnalysis)
        1    0.000    0.000    0.000    0.000 analysis.py:365(StockClosingCallAuctionTimeSearch)
        1    0.000    0.000    0.000    0.000 analysis.py:535(ClosingDuplicateData)
        1    0.000    0.000    0.000    0.000 access.py:93(StockDailyDataAccess)
        1    0.000    0.000    0.000    0.000 localconcurrent.py:57(ThreadRunner)
        1    0.000    0.000    0.000    0.000 connection.py:765(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:290(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 version.py:54(InvalidVersion)
        1    0.000    0.000    0.000    0.000 deprecation.py:223(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 __init__.py:342(silent_list)
        1    0.000    0.000    0.000    0.000 _docstring.py:50(_ArtistKwdocLoader)
        1    0.000    0.000    0.000    0.000 rcsetup.py:717(_DunderChecker)
        1    0.000    0.000    0.000    0.000 rcsetup.py:799(_ignorecase)
        1    0.000    0.000    0.000    0.000 colors.py:1751(FuncNorm)
        1    0.000    0.000    0.000    0.000 colors.py:2039(NoNorm)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 Image.py:3331(register_save_all)
        1    0.000    0.000    0.000    0.000 _util.py:14(DeferredError)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1068(_idat)
        1    0.000    0.000    0.000    0.000 ImageFile.py:572(PyCodecState)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:104(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 scale.py:242(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:279(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:321(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1080(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1128(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1723(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2900(AutoLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2617(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 unicode.py:8(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 unicode.py:136(Latin1)
        1    0.000    0.000    0.000    0.000 unicode.py:143(LatinA)
        1    0.000    0.000    0.000    0.000 unicode.py:195(Cyrillic)
        1    0.000    0.000    0.000    0.000 unicode.py:208(Chinese)
        1    0.000    0.000    0.000    0.000 unicode.py:235(Kanji)
        1    0.000    0.000    0.000    0.000 unicode.py:242(Hiragana)
        1    0.000    0.000    0.000    0.000 unicode.py:254(Katakana)
        1    0.000    0.000    0.000    0.000 core.py:192(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 core.py:2853(_WordRegex)
        1    0.000    0.000    0.000    0.000 core.py:3436(LineStart)
        1    0.000    0.000    0.000    0.000 core.py:3775(_ErrorStop)
        1    0.000    0.000    0.000    0.000 core.py:4449(_IndentGreater)
        1    0.000    0.000    0.000    0.000 core.py:4835(OneOrMore)
        4    0.000    0.000    0.000    0.000 core.py:5602(postParse)
        1    0.000    0.000    0.000    0.000 results.py:85(List)
        2    0.000    0.000    0.000    0.000 results.py:434(<lambda>)
        6    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 dates.py:1494(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1544(MonthLocator)
